Hybridization REF,TCGA-2F-A9KO,TCGA-2F-A9KP,TCGA-2F-A9KQ,TCGA-2F-A9KR,TCGA-2F-A9KT,TCGA-2F-A9KW,TCGA-4Z-AA7M,TCGA-4Z-AA7N,TCGA-4Z-AA7O,TCGA-4Z-AA7Q,TCGA-4Z-AA7R,TCGA-4Z-AA7S,TCGA-4Z-AA7W,TCGA-4Z-AA7Y,TCGA-4Z-AA80,TCGA-4Z-AA81,TCGA-4Z-AA82,TCGA-4Z-AA83,TCGA-4Z-AA84,TCGA-4Z-AA86
C10orf41|100131213,18.6939,61.1236,96.5044,131.8412,72.5155,13.6559,190.0381,23.434,61.3267,463.2252,84.3569,114.9413,104.8665,127.4484,253.1332,37.0413,17.2348,86.7129,26.6597,46.5752
C10orf46|143384,975.5102,1181.0237,2367.1766,859.9781,1432.4477,2874.6466,1379.6296,1012.1676,1129.1771,1320.5298,976.413,2169.5061,863.8375,1486.0028,2082.8087,1872.7273,2062.8684,1205.2805,1527.2822,992.9695
C10orf47|254427,658.309,340.824,193.3241,176.6493,344.8276,701.6442,279.9564,333.4836,170.9061,296.6887,486.4263,332.2214,588.563,191.3722,263.4383,898.0716,205.3045,20.462,1281.9378,889.5213
C10orf4|118924,341.1079,283.8119,328.2337,227.9346,308.649,351.8693,275.5991,291.1221,336.4921,281.457,276.8135,175.7204,256.9228,373.5659,397.5787,327.8237,111.002,363.6964,271.3895,381.9886
C10orf50|645528,0,0,0,0,0,1.5708,0,0.9013,0,1.9868,1.7802,0,0,0,0.4843,0,0,0,0.5209,1.0044
C10orf53|282966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0418,0
C10orf54|64115,1515.4519,354.5568,635.1414,621.5966,342.0011,892.24,260.3486,2272.1947,718.8695,1221.1921,174.0098,356.4744,2919.8755,807.251,432.4455,1246.832,796.169,733.3333,589.6601,1259.1229
C10orf55|414236,25.7085,43.4707,28.3681,5.4229,27.3884,10.0848,12.8813,9.635,18.9526,67.9205,12.4433,69.1304,151.2633,119.564,20.77,16.9201,80.7367,7.868,7.0061,171.8882
C10orf57|80195,676.6822,1290.6117,1581.6365,643.2883,671.922,503.1941,1926.9118,613.772,809.2702,2957.8278,841.482,1627.4041,1951.3157,1041.1611,1442.0581,679.3058,1020.8202,524.0264,573.3194,800.9106
C10orf58|84293,4903.207,5131.5023,5886.8799,4649.8652,1088.7507,869.201,1713.5076,2164.0379,2798.3375,3337.0861,1798.3979,3778.4459,2139.2758,6184.4883,6159.322,3104.6832,2553.0452,5895.0495,1487.6937,1873.4516
C10orf62|414157,0.5831,0.8323,1.3908,0.9497,0.5653,0,0,0,0,0.6623,0.445,0.4576,0,0.4589,0.9685,0.551,0.9823,4.6205,0,0
C10orf67|256815,0,0,0.4636,0,11.3058,8.9015,0,2.7039,1.33,0,12.016,0,1.3108,0.9179,1.4528,65.0138,40.7662,0,60.4245,21.761
C10orf68|79741,14.2624,5.5264,0.9272,5.2235,1.1306,2.0945,4.9564,7.2105,5.5794,3.9735,3.5603,4.2237,2.6217,4.8325,0.9685,2.7548,8.8605,1.3201,4.1672,1.3391
C10orf71|118461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C10orf72|196740,170.2624,85.7262,78.8132,111.593,78.5755,316.2635,65.3595,686.7959,89.7756,108.6093,77.4366,129.9599,58.332,78.0174,29.54,14.876,346.7583,123.4323,94.2831,426.5149
C10orf75|90271,60.0583,50.7699,182.1975,69.805,16.9587,42.9364,17.9739,57.6836,74.4805,15.894,143.3022,87.4026,97.0015,77.0996,16.9492,82.0937,50.5894,38.2838,80.7397,12.0522
C10orf76|79591,565.0146,679.1511,707.9277,477.238,663.6518,396.3766,427.5599,730.9599,597.8387,639.0728,453.9386,782.0472,541.3731,667.2786,805.8111,742.6997,499.0177,696.3696,506.3159,410.1105
C10orf78|119392,131.1953,66.5834,105.2388,105.4197,81.9672,180.6472,98.5839,109.0581,155.611,74.8344,127.2808,92.4362,72.0957,93.162,198.063,226.4463,178.7819,114.1914,156.7912,92.0656
C10orf79|80217,6.414,18.3104,3.7089,6.6481,2.8265,8.9015,26.1438,5.4078,6.65,12.5828,10.2359,5.0337,1.9662,3.2125,0.4843,1.6529,5.8939,6.6007,33.3377,2.3435
C10orf81|79949,801.1662,85.31,736.2077,25.1678,0,7.8542,3.268,11.717,119.7007,4.6358,140.632,615.9366,32.1154,188.1597,38.7409,1.6529,804.5187,93.0693,6.2508,0
C10orf82|143379,127.6968,0.8323,16.6898,50.8104,11.8711,1.5708,0.5447,3.6052,4.655,0,0,13.7282,0,6.425,86.6828,0,0,7.9208,0,0.6696
C10orf84|63877,454.2274,320.4328,510.4312,341.427,631.9955,584.3544,476.0349,425.4169,562.5935,394.0397,377.8371,484.6039,465.3449,617.7145,634.8668,623.6915,566.7976,522.1122,462.0393,348.5102
C10orf88|80007,155.102,188.9305,182.1975,146.258,253.8157,175.411,315.9041,120.7751,241.3965,115.2318,210.9479,198.6006,121.9073,180.8169,190.3148,211.0193,156.1886,250.8251,184.9199,134.2484
C10orf90|118611,0,0,0,0.4749,0.5653,0.5236,1.0893,0.9013,0.665,1.3245,0.8901,0.9152,0,6.8839,60.0484,0,10.8055,5.9406,3.6463,1.0044
C10orf91|170393,0.5831,7.0745,10.663,3.324,3.957,2.6181,1.634,9.9144,1.33,5.9603,0.8901,5.9489,5.8987,12.8499,2.4213,6.6116,11.7878,17.8218,24.4824,2.0087
C10orf93|255352,0,0,0.4636,1.4246,0.5653,0,0,0.9013,0,0,0,0,0.6554,0,0,0,0,0,1.0418,1.6739
C10orf95|79946,12.07,21.6022,15.1831,27.2049,11.5037,28.9559,11.8736,8.3371,37.739,28.4834,17.2986,41.244,16.0773,12.3589,13.6368,62.3085,30.167,24.2244,53.1475,11.4664
C10orf96|374355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C10orf99|387695,2162.0991,1651.6854,3819.6569,451.1205,2097.7954,139.8052,117.6471,219.0176,10543.6409,371.5232,1.3351,1314.242,2.6217,2068.8389,812.1065,1.1019,2.4558,13225.7426,11.9807,81.0177
C11orf10|746,1306.7055,1464.8356,1514.14,744.1114,1668.1741,2100.7435,1598.5839,1155.4754,1449.0441,1680.1325,2220.7388,1454.2692,3265.9348,1226.7095,2058.5956,1414.876,1135.0688,1724.7525,1609.5846,1258.4533
C11orf16|56673,0,0.4161,1.3908,0,0,1.5708,0.5447,8.1118,0,3.9735,0.8901,0.4576,0,0,0.4843,0.551,0,0.6601,0,0
C11orf17|56672,237.9009,406.159,525.7302,195.6438,282.0803,475.4425,157.9521,190.1758,167.581,378.1457,309.7463,152.3825,580.698,367.5998,266.3438,434.1598,578.0943,450.165,212.5277,433.2106
C11orf1|64776,228.5714,376.546,333.3055,299.1404,163.3691,396.9002,144.7821,206.3001,154.281,175.4967,333.7784,200.4311,241.8483,177.6044,179.1768,230.303,238.6297,246.2046,630.2904,100.77
C11orf20|25858,1.1662,8.2772,1.3908,0,5.5285,123.5784,1.0893,0.9013,0.665,0.6623,1.7802,3.6608,0.6554,2.7536,11.138,1.6529,8.8409,5.9406,2.6045,4.3522
C11orf21|29125,18.0758,1.2484,2.318,0.9497,2.8265,1.5708,1.0893,45.9667,6.65,23.8411,0.445,4.1184,61.609,2.2946,1.4528,15.427,2.947,1.9802,0,26.4479
C11orf24|53838,676.3848,658.7599,694.4831,465.3664,822.4986,851.3981,790.8497,837.3141,1373.8986,915.894,984.8687,413.2175,1422.2514,378.614,807.2639,656.1983,1264.2436,631.0231,1198.5936,1167.0572
C11orf2|738,1873.4694,2043.6954,1842.8373,977.7443,2211.4189,3597.7589,1273.4205,2474.9887,1854.6966,1545.6954,1384.5127,1583.7715,2861.5435,1543.3685,1407.7482,1639.1185,1554.0275,2284.4884,1265.7898,1397.0539
C11orf30|56946,399.4169,429.047,409.8285,238.3816,222.7247,362.3416,440.0871,395.6737,462.1779,183.4437,526.4798,294.6977,94.3798,372.648,454.7215,208.8154,392.4361,312.2112,210.965,341.8145
C11orf31|280636,1600,1506.0341,1191.9332,821.989,1443.7535,1140.4336,1455.3377,1544.84,1754.281,2513.245,1591.0102,1172.842,4079.3053,1083.9835,1992.2518,1390.0826,912.0825,1152.4752,1041.8023,1069.6351
C11orf34|349633,0,0.4161,0,0,0.5653,1.0472,0,0,0,0,0,0,0,0,0,0,0,1.3201,0,0.3348
C11orf35|256329,56.863,29.0054,112.1929,151.0446,21.9559,26.6834,22.5654,37.8729,76.0898,8.6093,143.7116,55.8644,24.8206,53.4832,13.5738,38.0826,22.4361,74.3234,69.6289,20.7767
C11orf36|283303,1.1662,0.4161,0.4636,0,0.5653,0.5236,2.1786,0,0,0,6.2305,0,0,0,0,0,0,0,0,0
C11orf40|143501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C11orf41|25758,144.6064,278.402,17.6171,17.57,366.8739,5.7598,92.0479,190.1758,65.8354,56.2914,603.4713,154.6705,258.8891,94.0799,159.322,380.1653,601.1788,166.9967,621.956,514.8979
C11orf42|160298,1.1662,0.4161,0,1.4246,0,1.0472,0.5447,0.9013,0,0,0.8901,0.9152,0,0,0,1.1019,0,0,0,0.6696
C11orf45|219833,72.3032,41.6146,46.3607,76.9279,33.3522,31.9405,47.3856,22.5327,15.2951,105.298,84.1121,29.2867,87.1702,99.587,22.276,41.3223,83.0059,81.1881,234.9264,168.3964
C11orf46|120534,383.0904,439.8668,322.2068,220.3367,161.108,250.8116,173.7473,346.1018,168.9111,235.7616,262.5723,190.8214,277.2407,276.7324,271.1864,253.9945,231.336,390.7591,284.412,243.0532
C11orf48|79081,1167.8367,895.6762,838.1919,403.5154,729.0334,1213.1584,884.5915,597.5124,1117.5927,1814.4901,1053.3467,632.7902,2631.2043,793.8045,1419.3027,1060.5785,739.7937,1115.868,1971.564,766.5651
C11orf49|79096,531.1953,479.4007,1484.9328,399.8352,426.2295,215.7294,584.4227,251.4646,408.3126,227.1523,905.2069,348.2375,528.9202,830.1973,354.9637,219.8347,488.7033,634.3234,457.3512,282.8925
C11orf51|25906,369.621,502.8173,773.7552,445.9825,534.9746,547.3767,429.9346,388.3191,1191.714,630.1325,621.3574,628.9325,1418.4237,425.1859,486.9831,408.8264,366.9401,646.8317,323.6671,418.1453
C11orf52|91894,180.1749,76.9871,406.166,93.5481,65.0085,1117.0699,119.281,73.0509,70.4904,112.5828,350.6898,285.088,283.1394,322.1661,82.8087,110.7438,59.9214,143.2343,349.1548,35.4871
C11orf53|341032,72.8863,51.6022,33.8433,17.57,5.0876,1.5708,257.6253,45.9667,30.5902,129.1391,24.032,21.965,443.7162,90.8674,3.8741,0.551,0,5.2805,0.5209,21.761
C11orf54|28970,664.723,330.4203,729.7172,255.0018,117.5806,631.4797,348.0392,413.6999,282.6268,444.3709,355.1402,402.6925,145.5022,262.9647,896.8523,545.4545,135.0688,309.571,642.792,157.6833
C11orf57|55216,463.5569,520.5993,639.3139,390.3379,301.3002,712.1165,726.5795,484.0018,337.8221,580.1325,474.8554,531.7372,472.5545,499.7705,664.4068,592.2865,471.0216,570.9571,736.5542,588.5504
C11orf58|10944,1998.8338,2637.1203,3021.3259,1769.817,2161.6733,2876.2174,1527.2331,2177.5575,1681.1305,1904.6358,2463.2844,1430.4738,1775.5202,2917.3933,2030.0242,2494.2149,2194.9902,2315.5116,1514.7806,2109.1396
C11orf59|55004,1409.3294,1582.6051,1933.7042,1286.8806,1452.7982,2393.968,1335.512,1613.3393,3725.3533,2178.8079,2197.5968,1486.7592,3891.201,2352.4553,2738.9831,1618.7328,1736.7387,2331.3531,1394.9733,1818.2123
C11orf61|79684,202.9155,238.8681,295.7812,168.1017,166.1956,183.2653,510.8932,227.1293,180.8811,124.5033,358.2555,180.754,85.8594,142.2671,120.0969,58.9532,194.9902,454.1254,180.7527,197.1878
C11orf63|79864,114.8688,102.7882,58.8781,84.5257,90.4466,116.2425,78.4314,73.0059,9.3101,148.3444,174.4548,53.5398,222.8412,87.6549,54.7215,104.6832,173.3792,59.4059,203.1515,147.9746
C11orf64|283197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C11orf65|160140,4.0816,8.3229,6.4905,2.3743,1.1306,8.3778,4.3573,8.1118,3.99,1.3245,4.0053,4.5761,9.1758,5.5071,2.9056,3.3058,1.4735,1.3201,3.6463,4.0174
C11orf66|220004,9.9125,24.9688,16.6898,29.9164,1.6959,12.0431,2.7233,10.8157,4.655,5.298,1.7802,33.4052,12.4529,5.0482,2.9056,14.876,8.8409,19.802,6.2508,3.3478
C11orf67|28971,186.5889,77.4365,144.6453,90.3808,165.065,100.0105,215.7407,183.8666,251.3583,200.6623,334.2234,170.2795,512.5348,97.0307,97.8208,115.1515,119.6071,153.4389,258.367,194.8443
C11orf68|83638,623.9067,479.8169,671.3027,468.6905,775.0141,880.7205,588.2353,784.137,621.1139,698.0132,551.4019,595.3443,1098.4762,510.3258,640.1937,450.1377,809.9214,683.8284,639.1457,764.6468
C11orf70|85016,47.8134,86.5585,8.8085,9.9721,5.6529,41.8892,44.6623,9.0131,11.9701,33.7748,125.0556,2.7456,23.595,42.2212,47.4576,19.8347,38.3104,5.2805,77.6143,13.3914
C11orf71|54494,170.8455,270.0791,203.5234,236.0073,57.6597,228.2962,216.2309,120.7751,80.4655,190.0662,637.7392,210.4984,221.5304,132.6296,184.0194,42.9752,83.4971,220.462,237.01,94.7439
C11orf73|51501,611.0787,421.9725,453.4075,353.7734,331.8259,371.7667,631.2636,395.6737,275.9767,544.3709,679.5728,396.2861,1008.6843,487.8385,818.4019,453.4435,317.2888,457.4257,446.4123,572.8155
C11orf74|119710,90.9621,99.0429,77.886,67.4306,107.9706,231.4378,223.8562,40.5588,66.5004,156.9536,327.1028,33.8628,125.1843,127.1225,127.845,101.3774,26.0314,149.1749,193.2543,64.2785
C11orf75|56935,626.8222,129.0054,215.1136,95.4476,147.541,206.8279,409.5861,219.0176,152.286,745.0331,143.7472,219.6505,759.6264,106.9298,239.7094,245.1791,315.3242,133.3333,64.5917,284.2317
C11orf80|79703,38.484,197.6696,156.6991,84.0509,443.7535,364.4361,308.2789,270.3921,194.1812,220.5298,606.1415,334.967,618.7121,200.0918,199.0315,1130.0275,92.8291,304.9505,541.7372,406.4279
C11orf82|220042,248.9796,512.6925,192.8605,116.3416,109.1012,197.4029,501.634,100.0451,218.7864,322.5166,394.7486,229.2602,273.3082,391.464,1538.9831,74.9311,409.1356,70.6271,324.0005,309.3405
C11orf83|790955,389.5044,318.3521,328.9337,277.3204,400.7914,378.0501,310.4575,261.379,469.4929,645.6954,390.2982,482.9519,2387.2849,253.7861,594.6731,638.5675,635.4028,309.571,993.8794,510.2109
C11orf84|144097,864.723,1402.8298,697.2647,368.4942,868.2872,716.829,693.8998,420.9103,607.8138,630.4636,1083.2221,286.0032,801.573,476.8242,1038.2567,385.124,821.2181,254.7855,909.4934,846.6689
C11orf85|283129,0,0,0,0,0,5.2362,0,2.7039,0,0.6623,0,0,0,0,0.4843,0,0,0,9.3762,0
C11orf86|254439,2.3324,2.913,4.1725,0,76.8796,0,1.0893,4.5065,0.665,0,1.3351,0,0.6554,2.2946,3.8741,14.876,0,629.703,2.0836,0
C11orf87|399947,10.4956,0,0,1.8995,1.1306,0.5236,0,12.6183,0,0.6623,0,0,0,0,0.4843,0,0,0,0.5209,0.3348
C11orf88|399949,1.1662,0.4161,1.3908,0,0.5653,1.5708,0.5447,0,0.665,0,0,0.4576,1.3108,1.3768,0,0,0.9823,0,0,1.0044
C11orf90|387804,5.2478,0.4161,0,0.4749,0.5653,0,5.4466,0,0.665,4.6358,0.445,0,0,0,0,1.1019,1.4735,0,13.5434,6.3609
C11orf92|399948,1641.6327,727.8402,650.0556,394.1369,5.6529,1.0472,4261.6068,409.1933,98.4206,136.4238,141.1348,202.7191,242.6282,1309.4539,140.9201,0,63.8507,13.2013,8.3344,6.6957
C11orf93|120376,100.0583,81.9809,252.5869,31.8159,1.6959,1.5708,452.4455,62.1902,70.4904,102.649,148.1397,4.5761,163.7293,140.7526,24.6973,1.1019,35.3635,34.3234,2.6045,19.4175
C11orf94|143678,0,0,0,0,0,0.5236,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C11orf95|65998,191.8367,553.0587,167.8257,122.5148,434.7089,525.7095,215.6863,527.2645,168.2461,254.3046,395.1936,198.143,250.3687,138.5957,219.8547,122.865,263.7525,246.8647,183.3572,386.006
C11orf9|745,65.3061,48.6891,154.3811,153.8558,248.7281,11.5195,150.3268,110.8607,90.4406,248.3444,268.8028,26.9987,14.4191,44.0569,66.8281,184.573,142.4361,779.538,385.9878,16.7392
C12orf10|60314,837.3178,777.7778,937.4131,728.9158,877.8971,1262.4359,635.0763,459.6665,778.7199,904.6358,771.6956,720.7281,908.4057,625.5163,830.9927,755.9229,719.5481,1084.4884,617.2679,473.7195
C12orf11|55726,797.6676,794.8398,472.879,541.8195,663.6518,310.5037,426.4706,360.5228,455.5278,498.0132,647.53,576.5825,717.6798,712.7123,753.5109,2847.9339,556.9745,578.8779,1835.6557,1143.2876
C12orf12|196477,0,0,0,0,0.5653,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5209,0
C12orf23|90488,1186.5889,929.6712,2195.6421,1059.4209,1612.2103,664.4675,757.6253,1292.4741,874.4805,1060.2649,690.6987,971.9534,547.9272,720.514,1085.7143,400.551,962.6719,866.0066,724.0526,962.1694
C12orf24|29902,39.6501,201.831,67.6866,61.7323,53.1374,244.0046,117.1024,70.3019,14.6301,26.4901,97.9083,66.8104,24.9058,24.782,10.6538,7.1625,53.5363,29.703,328.6886,62.2698
C12orf26|84190,109.621,90.3038,192.8605,54.6093,39.0051,85.8729,83.3333,86.5255,96.4256,96.0265,91.2328,119.8926,37.3587,100.9637,98.7893,50.6887,33.3988,71.9472,61.9872,60.5959
C12orf27|283460,0.5831,0.4161,0,0,0.5653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C12orf29|91298,457.0671,498.4686,750.2457,503.7354,500.3901,325.2906,706.5904,282.2352,398.8362,555.0066,292.0383,307.7944,337.0539,377.8568,514.3584,382.6501,461.5373,396.1056,393.7752,274.1647
C12orf32|83695,1011.6618,728.2563,880.3894,664.8092,618.9938,401.6127,740.7407,329.8783,1109.8919,658.2781,1006.6756,811.334,750.4506,769.1602,781.1138,1258.9532,598.723,712.2112,712.0719,855.7081
C12orf34|84915,79.8834,102.7882,68.6138,113.4924,184.8502,123.0495,82.7887,59.4863,23.2751,113.9073,93.903,85.1146,91.7582,12.8499,30.9927,25.8953,89.8821,43.5644,19.2733,48.5437
C12orf35|55196,1132.3615,1099.459,745.9434,637.7419,864.8954,571.264,1139.4336,2230.7346,541.3134,788.0795,772.1406,492.3832,740.6194,510.3258,699.7579,1519.0083,814.833,615.1815,606.8499,1073.3177
C12orf36|283422,22.7405,2.4969,305.5169,47.4864,4.5223,0,0,0,29.9252,0,73.4312,3.2032,0,0.4589,0,18.7328,138.998,0,0,0
C12orf39|80763,1.1662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C12orf40|283461,0,0,0,0,0,0,0,0,0.665,0,0,0,0,0,0,0,0,0,0,0
C12orf41|54934,930.6122,457.7611,573.0181,773.5529,447.7106,466.541,777.2331,486.7057,629.0939,514.5695,495.7721,516.6362,403.0805,452.0422,607.7482,507.989,381.6306,594.7195,460.9975,549.3806
C12orf42|374470,1.1662,9.1552,0,1.8995,0,0,0,18.9274,0,0.6623,0.445,2.288,1.3108,0,0.4843,0,3.9293,1.3201,0.5209,1.6739
C12orf43|64897,254.2274,230.129,454.7983,134.8613,196.156,315.7399,270.1525,147.8143,222.1114,229.8013,207.8327,198.143,291.6598,188.6186,351.5738,257.3003,240.1768,254.7855,199.5051,268.162
C12orf44|60673,1460.6414,846.0258,650.904,907.4645,977.3884,1024.7146,790.305,1171.699,1084.6218,1755.6291,961.7267,880.89,2653.1214,618.1735,1060.5327,1032.5069,1462.6719,1015.1815,1148.5871,994.6435
C12orf45|121053,328.2799,185.1852,356.0501,180.9231,315.9977,320.4524,260.8932,126.183,130.3408,446.3576,340.899,179.8388,353.9243,133.5475,189.3462,122.865,223.9686,187.4587,358.9009,173.4181
C12orf47|51275,765.1662,628.2439,867.6032,622.6223,435.7999,662.4044,639.3137,288.2019,552.1862,387.8742,265.2603,555.7752,316.1462,306.9986,628.6683,179.8678,430.0688,371.8218,496.523,254.7305
C12orf48|55010,355.1137,467.8152,579.7636,160.7129,179.7852,416.5515,675.2124,117.6476,239.8138,102.7483,361.028,250.5937,126.3117,201.7577,607.0073,138.292,215.8939,75.538,281.521,154.4024
C12orf49|79794,498.5423,541.4066,615.2063,410.7571,703.7875,676.5106,428.1046,590.356,283.2918,678.1457,466.3996,256.2589,367.688,531.4364,831.9613,335.5372,529.9607,324.0924,329.2095,397.0539
C12orf4|57102,316.035,271.3275,220.2133,210.8395,371.3963,287.9883,435.1852,245.1555,277.9717,382.7815,250.5563,318.4932,355.8905,261.129,364.6489,551.5152,611.9843,293.0693,456.8303,699.0291
C12orf50|160419,0,0,0,0,0,1.0472,0.5447,0,0,0.6623,0.8901,0,0,0,0,0,0,0,0.5209,0
C12orf51|283450,1428.5714,1374.1157,1828.0019,1308.7243,1214.8106,1589.6953,1832.7887,1247.4087,827.2652,872.8477,1346.2394,1095.5068,321.1535,697.5677,1194.1889,668.3196,1177.7996,1199.3399,705.3002,770.3381
C12orf52|84934,617.4927,719.1011,858.1363,442.573,438.6659,303.1731,447.1678,275.7999,395.6775,688.7417,389.8531,514.3482,813.3705,395.1354,777.724,236.3636,426.3261,341.2541,492.2516,384.6669
C12orf53|196500,19.8251,2.913,3.7089,20.4191,35.048,9.4251,8.7146,33.3484,14.6301,4.6358,25.3672,3.2032,2.6217,2.2946,1.4528,0.551,23.0845,4.6205,3.6463,24.1045
C12orf54|121273,17.4927,4.9938,0,7.5978,0,0,4.3573,0.9013,0.665,67.5497,0,1.8304,33.4262,0.9179,0.4843,0.551,104.6169,1.3201,0,1.3391
C12orf56|115749,60.6414,116.9372,9.2721,56.9836,80.2713,170.6985,65.3595,2.7039,71.1554,252.3179,55.1847,17.389,45.2237,0,10.6538,0,1.9646,13.2013,11.9807,18.7479
C12orf57|113246,1594.7522,1237.2035,1646.268,2103.1713,1148.1063,504.7649,675.3813,1488.0577,1866.6667,1341.0596,1544.2813,1180.1637,2641.3239,1266.6361,1421.7918,1278.2369,816.3065,1419.802,900.1172,1097.4222
C12orf59|120939,21.5743,2.0807,0.4636,15.6705,14.6976,369.1486,15.2505,4.5065,4.655,183.4437,1.7802,1.3728,39.9803,5.966,0.9685,4.4077,15.7171,5.9406,80.7397,903.917
C12orf5|57103,620.9913,205.5764,666.6667,297.7395,418.3154,380.6681,243.4641,383.0554,214.1313,267.5497,343.5692,284.1728,300.1802,462.1386,328.8136,792.2865,1082.0236,566.9967,402.6566,558.085
C12orf60|144608,12.2449,13.3167,13.9082,7.5978,11.3058,12.0431,14.7059,9.0131,12.6351,12.5828,24.4771,5.4913,13.7637,7.8017,9.6852,28.0992,6.3851,14.5215,40.6303,39.8393
C12orf61|283416,8.1633,3.7453,6.9541,6.6481,3.3917,24.0863,7.0806,6.3091,5.985,3.3113,8.0107,5.0337,3.9325,3.6714,8.2324,3.3058,7.8585,5.2805,4.1672,4.3522
C12orf62|84987,1197.0845,717.4365,813.1664,1343.8642,713.3974,1048.8009,639.4336,665.1645,651.7041,945.0331,721.8514,982.0207,1993.7736,554.8417,784.5036,492.011,532.4165,604.6205,592.7855,514.2283
C12orf63|374467,3.4985,1.2484,0,1.8995,0,0,0.5447,0.9013,2.66,2.649,1.3351,0,0,0.4589,0,2.2039,0.9823,0.6601,0.5209,2.0087
C12orf65|91574,380.1749,513.5248,505.7951,467.7407,292.8208,412.085,456.427,250.5633,323.192,507.947,385.8478,344.1191,509.2577,192.749,282.8087,245.73,432.22,386.7987,606.3289,413.1235
C12orf66|144577,244.898,188.0982,147.427,172.8504,121.5376,489.5801,110.5664,60.3876,106.4007,61.5894,143.7472,90.1482,40.6358,109.2244,171.4286,77.686,280.943,41.5842,170.3347,106.7961
C12orf68|387856,25.0729,8.7391,15.299,28.9667,6.2182,102.1049,10.8932,26.1379,11.9701,16.5563,103.2488,9.6097,13.7637,15.6035,6.2954,1.6529,27.9961,47.5248,9.3762,33.1436
C12orf69|440087,4.0816,2.4969,6.4905,11.3967,0.5653,1.5708,6.5359,2.7039,4.655,4.6358,2.6702,0.9152,5.2433,0.9179,1.937,4.4077,0.9823,2.6403,18.2315,5.6913
C12orf70|341346,14.5773,2.0807,0.4636,1.8995,1.6959,0,0,3.6052,3.325,38.4106,6.2305,0,64.8861,0.9179,3.3898,95.3168,5.4028,1.3201,15.1061,29.1262
C12orf71|728858,0,0,0,0,0.5653,0,2.1786,4.5065,1.33,6.6225,0.445,0.4576,0,0,0,1.6529,0.4912,1.9802,1.5627,0
C12orf72|254013,35.5685,38.7016,27.3528,26.1175,24.3075,20.421,29.9564,12.6183,33.2502,50.3311,24.9221,33.4052,50.467,32.5838,14.5278,25.8953,16.6994,15.8416,26.566,31.1349
C12orf73|728568,208.1633,203.0795,259.1562,275.8958,120.9723,163.3679,174.8366,81.1176,145.6359,124.5033,168.6693,224.6841,159.9214,117.944,341.4044,130.5785,130.6483,144.5545,154.1867,88.7178
C12orf74|338809,6.9971,0.8323,10.663,13.771,0,1.0472,3.8126,10.8157,3.99,6.6225,0.8901,0,0,1.8357,16.4649,0,0,7.9208,0,0.3348
C12orf75|387882,295.0437,62.0058,1545.2017,47.0115,49.1803,955.0738,930.8279,126.183,49.8753,90.0662,1259.9021,1898.6038,121.2518,124.369,360.2906,36.9146,388.5069,29.0429,8948.561,237.0271
C12orf76|400073,267.6385,203.0795,183.1247,190.9569,230.0735,448.2145,250.5447,118.0712,119.0357,281.457,169.1144,185.3301,112.7314,42.6801,163.6804,87.0523,190.0786,95.7096,226.592,169.7355
C12orf77|196415,1.1662,0,0,0,0,0,0,0.9013,0,1.9868,0,0,0,0,0,0,0,0,0,0
C13orf15|28984,303.7901,369.9542,368.1038,288.7171,171.2832,793.8004,95.3159,653.4475,242.7265,240.3974,488.6515,164.7379,547.9272,542.9096,135.5932,92.562,112.9666,348.5149,672.4834,352.1928
C13orf16|121793,4.6647,2.0807,5.0997,2.3743,6.2182,0.5236,1.0893,1.8026,1.995,0.6623,0.8901,0,3.9325,0.4589,2.4213,1.6529,2.4558,0,2.6045,4.687
C13orf18|80183,93.8776,7.9068,5.0997,5.2235,17.524,21.4682,11.4379,1553.8531,17.9551,29.1391,95.6831,7.3217,44.5682,0.9179,2.9056,6.6116,29.9607,16.5017,15.627,147.6398
C13orf1|57213,398.8338,481.8976,320.8159,377.5166,413.2278,569.1695,301.7429,202.7941,320.532,196.0265,255.0067,269.0718,290.349,485.5438,194.6731,353.168,297.6424,326.7327,128.6626,220.2879
C13orf23|80209,2290.379,1593.841,1343.9963,1136.3488,1237.9876,2447.3767,1566.4488,1580.8923,1019.4514,790.0662,3996.8847,920.7016,422.7429,1211.5649,1248.4262,1169.146,753.9293,879.2079,2682.1201,776.0295
C13orf26|122046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C13orf27|93081,189.5044,257.5947,148.3542,166.2023,286.0373,270.1854,420.4793,143.3078,134.9958,302.649,198.4869,168.8563,226.7737,201.4686,249.3947,471.6253,157.6621,150.495,259.4088,654.8376
C13orf28|122258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
